level,type,Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
5,country,Netherlands Antilles,8.101,33.408,40.0559999,11.006,21.5079999,-150,-59.832,-16.24357542,5.024022346,-14.74413408,-0.605027933,62.45251397,74.89385475,10.96648039,21.77709492,41.8603352,-21.95530721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,country,Saint Kitts and Nevis,48.78,21.44814811,12.52962959,13.75925922,15.34814811,20.47037037,35.17407404,19.67037037,31.92592593,57.737037,96.21481481,88.2307407,79.77168885,75.61216296,55.77147407,92.99448885,110.4156303,134.4844381,177.9060267,130.7508393,116.26848,109.632707,108.3753333,136.1827037,156.6585941,128.2766048,121.4152456,48.0261163,40.05176704,62.45922593,5.597402222,26.4412537,15.53601481
5,country,Saint Lucia,45.8999999,59.4099999,40.94074074,34.16296293,32.52222222,32.75185185,18.41481478,47.82592593,83.39629626,83.15185181,53.74814815,58.80740741,51.93541478,106.4259259,76.52028519,78.23342963,233.9347333,271.891074,161.2107063,146.3975911,121.2969726,96.41642778,73.55837922,92.0414407,65.4074443,152.2401759,161.6130656,89.94145222,45.52220074,75.50999778,47.55851667,85.65050667,66.61169926
5,country,Saint Vincent and the Grenadines,7.6699999,8.896296296,13.9,31.4,47.28518519,30.6407407,42.64444444,92.47037037,88.95185185,56.79629626,37.74444444,21.04037033,34.04825552,55.16444811,65.68616667,40.08731481,109.1123444,119.4069,159.24336,110.2216663,97.21810889,85.62386033,115.1113433,159.5689222,124.4226778,123.8792081,70.52476815,165.3931344,40.00816741,68.8383763,65.24428037,160.3353778,86.36626259
5,country,Sint Maarten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.63128492,85.87709497,39.65921782,41.73304564,-45.68214732,19.60516933,38.29507883,53.14765318,35.54420101,54.70996212,64.24829704,-47.91508346,73.8683381,22.16746006,27.9507924,13.46194849
5,country,Trinidad and Tobago,109.4,144.0999999,171,372.6,521,295.6999999,356.3,999.6,731.8999999,643.2999999,679.5,834.8999999,790.7,808.2999999,998.1,939.7,882.7,830,2800.8,709.1,549.3999999,41.0474545,-1904.347649,-1129.966026,661.4135054,176.8297449,-23.5981824,-470.8825777,-700.1857012,183.9727653,1055.788454,-1008.381652,-493.1265947
5,country,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69.888,16.59,22.068,42.2269999,26.9616666,30.4188888,28.6902777,35
3,region,Oceania,293.3614076,206.9028987,191.2415377,171.3510431,168.1927541,551.536118,172.0359496,154.0716033,297.8840757,404.2223908,116.3697668,248.4164133,139.5133338,287.90064,395.9381248,281.2478499,1545.054484,1217.536133,2637.599534,2103.223435,1946.653959,2005.915871,3445.072098,2603.992124,2238.455808,1476.285631,1125.170985,943.4752443,1293.019006,1528.708306,1004.382641,1276.111071,1227.43549
4,country,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4112872,10.4632391,1.9186428,11.5587222,8.5691089,5.3165523,-2.2084299,3.8924104
4,country,Fiji,84.13745596,11.31773693,38.58974444,54.74227673,71.51053192,57.17008099,16.53245913,26.52942473,144.8545918,79.30423475,2.959663961,41.15714386,30.45406736,39.82550626,250.0216382,173.8647049,581.7996973,459.6716099,682.056334,311.4981259,176.3531442,216.7645369,277.7265642,243.0772406,379.5798341,205.28027,389.8410273,386.185942,470.9731817,321.0064095,240.6394305,407.0252913,103.8881043
4,country,French Polynesia,22.16,33.82,0.03,-3.24,1.55,2.08,3.5499999,14.3699999,10.73,4.4299999,9.874719,23.68875451,10.9309999,0,6.420020709,7.81891555,30.64950101,58.24932598,13.88403386,21.84374157,64.30373259,130.5572727,155.3542045,99.20716117,61.92877633,26.00716566,61.57578899,90.03865077,5.93784137,12.73115275,-15.5476129,-25.62444772,-9.4803026
4,country,Kiribati,0.2997517681,0.5086620552,0.4758932178,1.379066478,0.5191007128,0.387685967,0.5384000595,0.5121049741,0.4397454502,0.4516274719,0.7218102654,-0.273476291,0.249788108,0.6707589289,1.95366788,2.606016174,0.568434302,1.153047102,-1.267677448,5,-6.602,-0.349,-2.386,0.838,2.632,-0.82,1.8069999,0.785,-1.1443647,-0.5582805,2.6240928,1.031376,1.0323961
4,country,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0.739,0.739,0.839,-1.1519999,1.1559999,3.3029999,1.8999999,7.011,5.738,44.89,-9.3569999,-4.381,21.3739999,32.5679999,-8.0289999,-5.3936384,-3.0558474,5.8354974,9.7520513,4.1772337,3.0450611,0.4994284,2.5739078
4,country,"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2092999,0,0,0,0,0,0,0,0
4,country,New Caledonia,0,0,0,0,0,0,0,0,0,0,-40.62609177,103.0412079,59.05551726,116.0481425,27.48018589,-6.738744685,749.0879505,417.4534647,1746.368557,1182.295685,1439.084998,1715.025227,2831.450114,2071.95076,1658.447587,1081.187399,541.4689906,488.6632104,345.2953721,723.4803568,571.728129,793.7135508,696.3073455
4,country,Palau,1,1,1,0,0,-0.21,0,0,0,0,3.1776472,-1.4318567,1.9010145,4.5937054,6.8450369,4,33.2832556,4.3832391,4.7416567,2.790871,2.6852441,8.326127,21.6391263,18.0411098,39.8601154,34.5831581,63.719,44.503,50.605,54.219,42.429,32.549,58.05
4,country,Papua New Guinea,155.413,116.7189999,104.3,61.9508,56.9504,454.569,111.294,28.5752999,109.626,296.4929999,98.23302758,63.77039115,18.27881352,101.0256914,25.75608061,33.52729735,-6.870086661,95.772843,-30.36935806,423.2089839,28.86782947,-309.198345,25.00419936,18.22224004,-30.40111482,27.97634743,-39.76492086,-180.1767097,305.6634643,335.1767567,111.7676029,-10.71249144,326.7148608
4,country,Samoa,6.5999999,3.1899999,5,5,3,3.4399999,1.1599999,19.9899999,3,-0.7185171664,-1.206806284,1.414589798,1.59940289,2.724300729,7.757343386,3.756616882,21.85338882,6.905538549,49.46126777,9.605270655,0.4084187374,14.87285488,20.88920129,13.95942105,22.8564572,26.81366051,2.549966588,9.078017053,16.72212389,-2.151612261,4.262873903,8.98120275,4.853432468
4,country,Solomon Islands,10.44,14.513,14.173,23.3709999,2.096,2.0259999,5.944,33.872,8.8046299,9.9004999,13.0283,-9.313303953,-4.001994882,-1.800687709,5.681311575,18.58087283,44.29486455,86.02600626,74.95237431,48.57331558,165.9208878,120.1695793,23.89765063,53.36161728,21.69152017,31.59715507,38.60752745,42.83990013,24.83821136,32.80861593,9.133470361,27.80485341,40.80407747
4,country,Tonga,0.2,0.36,1.22,2.18,2.780521428,1.028451304,0.2849906248,-0.01052614917,0.04570855059,0.9581459919,9.212396872,7.628663006,4.692076768,6.244495291,37.48300838,12.96936754,17.17772025,23.99882284,46.33347748,20.05416586,24.71156722,43.78379942,31.1135149,51.36127095,56.04379538,12.34708609,8.8461226,13.78078573,15.0474744,1.742414,4.2263883,0.2584876,2.8674873
4,country,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,-0.009,-0.01,-0.011,-0.012,-0.011,-0.011,-0.011,1.6879999,1.7509999,0.455,-0.119,1.325,0.337,0.3,0.3,0.3,0.3,0.298862,0.298862,0.1,0.199431,0
4,country,Vanuatu,13.1112,25.4744999,26.4529,25.9679,29.7862,31.0448999,32.7321,30.2333,20.3834,13.4034,20.2561,18.0043,15.52464834,19.73172708,25.39583147,27.57080351,71.32075813,56.92223589,44.01286834,31.71227551,59.82213655,70.46381883,37.68452301,1.068302615,13.33653784,30.99574022,48.81309057,39.72330764,37.47106613,37.20828885,24.65765297,42.59381924,-4.0682291
2,region,Least developed countries (LDCs),542.0078288,1501.491683,1470.026201,1841.454159,1042.129579,1682.043148,2090.216736,3684.631294,4553.374899,5559.379552,4597.642428,5993.365002,6436.532452,11083.41665,9620.760591,5818.411477,9670.832625,12060.51458,18441.40964,15418.77151,23305.7598,20647.40733,26743.99536,21292.21695,27514.92509,38012.62757,25827.91052,21081.35399,21604.9819,22571.55781,22964.76428,26396.86687,22042.54527
2,region,Landlocked countries (LLCs),606.3599531,338.4852728,572.3180975,1865.785764,1629.08843,2794.443984,3351.167755,5160.281618,5707.818574,4323.120358,3996.991204,6238.508002,7890.178795,8842.936924,12283.08976,7009.149031,11773.91886,15691.7718,25678.4644,26698.63523,27666.40236,36008.89001,34107.56955,30673.91857,29350.1665,25073.29751,24419.29862,24995.50762,21597.53651,21900.21242,14989.23443,18589.07804,19698.06634
2,region,Small island developing states (SIDS),756.0824715,749.1085439,794.7454297,1022.698238,1227.235355,1359.213902,1051.817246,2332.172619,3226.966676,3917.833344,3489.531438,3683.14495,3273.811374,3808.343306,4387.884377,5228.850867,6880.263546,8086.682357,12170.35327,6241.332131,6478.438858,6737.491176,5452.680767,5108.513383,9930.669017,6345.529486,7150.319191,7545.195073,6167.825184,7227.976368,5852.975695,5631.883483,7809.201909
